epoch,train_loss,val_loss,train_error1,val_error1,train_error5,val_error5
134,0.13503301084518432,0.3813809662818909,4.656000000000006,11.230000000000004,0.04800000000000182,0.37000000000000455
135,0.1353939734363556,0.3823172137260437,4.6839999999999975,11.25,0.06199999999999761,0.35999999999999943
136,0.13631781767368317,0.3801281591415405,4.768000000000001,11.069999999999993,0.058000000000006935,0.3299999999999983
137,0.1335913209915161,0.3816217167854309,4.700000000000003,11.260000000000005,0.054000000000002046,0.3499999999999943
138,0.13373015549182893,0.38021789269447326,4.626000000000005,11.120000000000005,0.06399999999999295,0.3400000000000034
139,0.13498485860943793,0.38030029249191283,4.591999999999999,11.209999999999994,0.07399999999999807,0.3499999999999943
140,0.13598809449195862,0.3803839838504791,4.670000000000002,11.230000000000004,0.05200000000000671,0.3400000000000034
141,0.13302881904125213,0.3825285420894623,4.609999999999999,11.150000000000006,0.06399999999999295,0.35999999999999943
142,0.13315574440002442,0.382150895690918,4.599999999999994,11.030000000000001,0.058000000000006935,0.3499999999999943
143,0.13384955350875855,0.3796900942325592,4.536000000000001,11.260000000000005,0.04200000000000159,0.3499999999999943
144,0.13570392071723938,0.38068682346343996,4.697999999999993,11.329999999999998,0.04999999999999716,0.35999999999999943
145,0.13141434208869934,0.38083745765686033,4.481999999999999,11.219999999999999,0.04800000000000182,0.3400000000000034
146,0.13206557662963866,0.38256651825904847,4.441999999999993,11.11,0.0660000000000025,0.35999999999999943
147,0.13735628958702087,0.3794639566421509,4.670000000000002,11.040000000000006,0.05200000000000671,0.3400000000000034
148,0.13448540165662765,0.38092277641296385,4.686000000000007,11.079999999999998,0.058000000000006935,0.3199999999999932
149,0.13144120862722397,0.38498714203834533,4.481999999999999,11.310000000000002,0.04200000000000159,0.37000000000000455
150,0.134347358584404,0.38366115198135375,4.682000000000002,11.290000000000006,0.058000000000006935,0.35999999999999943
151,0.13126900559425353,0.38246494002342224,4.552000000000007,11.189999999999998,0.058000000000006935,0.37000000000000455
152,0.13208168800115586,0.38202041244506835,4.396000000000001,11.230000000000004,0.04800000000000182,0.3400000000000034
