epoch,train_loss,val_loss,train_error1,val_error1,train_error5,val_error5
1,1.6280151768493651,1.3739406782150267,61.084,49.32,12.171999999999997,6.6200000000000045
2,1.1603201180648803,1.2711083667755128,42.2,45.25,4.384,4.560000000000002
3,0.9790050404357911,1.0103883880615234,35.128,35.34,2.9399999999999977,3.4000000000000057
4,0.8758553136062622,1.1045934391021728,31.242000000000004,39.12,2.402000000000001,2.6700000000000017
5,0.8013584753417968,0.8876808315277099,28.308000000000007,30.430000000000007,1.9620000000000033,2.319999999999993
6,0.7401130772781372,0.7855352359771729,25.995999999999995,27.129999999999995,1.6839999999999975,1.5499999999999972
7,0.6814351425933838,0.9094789611816406,23.787999999999997,30.019999999999996,1.3780000000000001,1.9599999999999937
8,0.6425331571578979,0.9033078969955445,22.641999999999996,29.83,1.2579999999999956,1.9599999999999937
9,0.6099390130615234,0.8187534020423889,21.186000000000007,27.760000000000005,1.1620000000000061,1.6500000000000057
10,0.5814794828605652,0.7382959671974182,20.370000000000005,24.879999999999995,1.0619999999999976,1.730000000000004
11,0.5638112627029419,0.8678238810539246,19.5,28.33,1.034000000000006,2.1700000000000017
12,0.5402737716007233,0.7554186883926391,18.739999999999995,24.590000000000003,0.9060000000000059,1.6599999999999966
13,0.5280222456932068,0.7865674204826355,18.156000000000006,25.930000000000007,0.8340000000000032,1.75
14,0.5093652828979492,0.6771142274856568,17.674000000000007,22.409999999999997,0.7900000000000063,1.3299999999999983
15,0.5007044504356384,0.5830208324432373,17.408,20.060000000000002,0.8020000000000067,0.8700000000000045
16,0.4852796686553955,0.6346889217853546,16.980000000000004,21.519999999999996,0.6740000000000066,1.1400000000000006
17,0.4799122219657898,0.5822943606376648,16.540000000000006,19.629999999999995,0.7560000000000002,1.0600000000000023
18,0.46184357206344606,0.6200415439605713,15.861999999999995,20.78,0.6500000000000057,1.0799999999999983
19,0.45756538691520693,0.6242640471458435,15.858000000000004,20.349999999999994,0.632000000000005,1.0900000000000034
20,0.451623635263443,0.7232914674758911,15.659999999999997,22.340000000000003,0.6539999999999964,1.769999999999996
21,0.4467596506690979,0.6212745542526246,15.488,20.53,0.6800000000000068,1.1400000000000006
22,0.4368206104373932,0.543588806962967,15.239999999999995,18.11,0.5379999999999967,0.8400000000000034
23,0.42543138612747194,0.6760162894248962,14.744,21.629999999999995,0.5859999999999985,1.5699999999999932
24,0.42320841269493104,0.6740871483802795,14.748000000000005,21.650000000000006,0.5739999999999981,1.1400000000000006
25,0.4214810892677307,0.6876974971294403,14.622,21.799999999999997,0.578000000000003,1.0999999999999943
26,0.41097010197639466,0.6565035566329956,14.170000000000002,21.47,0.5439999999999969,0.9399999999999977
27,0.4077379190921783,0.6249629056930542,14.170000000000002,20.319999999999993,0.5360000000000014,1.019999999999996
28,0.400014601354599,0.5096048599243164,13.903999999999996,17.14,0.5600000000000023,0.8100000000000023
29,0.39641839361190795,0.6227284430027008,13.849999999999994,20.959999999999994,0.5139999999999958,0.9500000000000028
30,0.39183008187294005,0.560508111667633,13.647999999999996,18.659999999999997,0.4479999999999933,0.9899999999999949
31,0.38108751729011536,0.5751989130973816,13.266000000000005,19.040000000000006,0.4300000000000068,0.9399999999999977
32,0.3842257063388824,0.5589804676055908,13.447999999999993,18.459999999999994,0.46999999999999886,0.8799999999999955
33,0.37844043674468997,0.5890549460887909,13.203999999999994,19.340000000000003,0.402000000000001,0.9899999999999949
34,0.37588298364639283,0.6642602746963501,12.882000000000005,21.680000000000007,0.4819999999999993,1.019999999999996
35,0.37325261619567873,0.7816456590652466,13.14,24.519999999999996,0.40399999999999636,0.980000000000004
36,0.37124406045913694,0.6002374966621399,12.986000000000004,19.340000000000003,0.4099999999999966,1.1200000000000045
37,0.3631569072055817,0.5466889187812806,12.659999999999997,17.450000000000003,0.39799999999999613,0.9200000000000017
38,0.3641280980491638,0.6252144195079804,12.757999999999996,19.5,0.4240000000000066,1.0400000000000063
39,0.36524920120239257,0.5532171456336975,12.659999999999997,17.950000000000003,0.4000000000000057,0.8199999999999932
40,0.36169051332473756,0.7011552752494812,12.641999999999996,20.799999999999997,0.39799999999999613,1.3499999999999943
41,0.35694256742477415,0.5076479428291321,12.409999999999997,16.680000000000007,0.38800000000000523,0.7199999999999989
42,0.36035980485916136,0.5581692313194275,12.590000000000003,17.75,0.38400000000000034,0.980000000000004
43,0.35242363976478575,0.5282756388187408,12.195999999999998,17.08,0.3499999999999943,0.75
44,0.34918104575157166,0.6230846628665924,12.200000000000003,19.72,0.36599999999999966,0.8900000000000006
45,0.34762303634643554,0.47897926626205445,12.168000000000006,15.680000000000007,0.3640000000000043,0.5999999999999943
46,0.34674838265419006,0.547085221195221,12.209999999999994,17.47,0.3259999999999934,0.8299999999999983
47,0.3453400424385071,0.5364997693061828,11.969999999999999,17.459999999999994,0.3780000000000001,0.7900000000000063
48,0.3414298240470886,0.49492676610946656,12.016000000000005,16.28,0.36199999999999477,0.6099999999999994
49,0.3390149123287201,0.5649817239761352,11.798000000000002,19.480000000000004,0.3359999999999985,0.9099999999999966
50,0.33390353465080264,0.7553641408920289,11.802000000000007,22.72,0.30800000000000693,1.4300000000000068
51,0.3324644808387756,0.5278436901569367,11.647999999999996,17.209999999999994,0.34600000000000364,0.8700000000000045
52,0.33571242082595826,0.5258903045654297,11.677999999999997,16.810000000000002,0.35599999999999454,0.7800000000000011
53,0.333967643327713,0.5309550299406052,11.695999999999998,17.489999999999995,0.32200000000000273,0.7999999999999972
54,0.32991564971923826,0.5605391569137573,11.475999999999999,17.409999999999997,0.29000000000000625,0.7800000000000011
55,0.330479132938385,0.5528060059070588,11.662000000000006,17.700000000000003,0.34199999999999875,0.7199999999999989
56,0.3261389741706848,0.5945772854804993,11.414000000000001,19.239999999999995,0.35200000000000387,0.9399999999999977
57,0.3259240657615662,0.5439758945465087,11.433999999999997,17.61,0.3160000000000025,0.75
58,0.32455232292175296,0.527323360824585,11.534000000000006,17.129999999999995,0.27200000000000557,0.8100000000000023
